Filename,RelFreq NOUN,RelFreq VERB,RelFreq ADJ,RelFreq ADV,Unique PER,Unique LOC,Unique ORG
0107.b6.txt,1765.46,1224.23,876.29,412.37,1,0,1
0137.b6.txt,1765.5,1266.85,916.44,539.08,1,0,0
0151.b6.txt,1540.4,1351.01,656.57,568.18,3,0,0
0157.b6.txt,1241.28,1408.65,697.35,641.56,2,0,0
0158.b6.txt,1534.88,1267.44,755.81,662.79,2,0,0
0178.b6.txt,1780.38,1140.72,884.86,565.03,1,0,1
0185.b6.txt,1637.68,1318.84,724.64,420.29,2,0,0
0198.b6.txt,1558.82,1205.88,735.29,455.88,3,0,0
0219.b6.txt,1699.44,1320.22,519.66,379.21,1,0,0
0223.b6.txt,1731.49,1217.06,664.99,639.9,2,0,0
0238.b6.txt,1416.94,1433.22,814.33,423.45,2,0,0
0318.b6.txt,1798.2,999.0,859.14,469.53,5,0,2
