Directory,Distance
in/flowers/image_0065.jpg,0.15489161
in/flowers/image_0001.jpg,0.16243184
in/flowers/image_0035.jpg,0.16492367
in/flowers/image_0023.jpg,0.16545594
in/flowers/image_0021.jpg,0.17577338
