Filename,RelFreq NOUN,RelFreq VERB,RelFreq ADJ,RelFreq ADV,Unique PER,Unique LOC,Unique ORG
0100.a1.txt,1526.39,1255.35,827.39,542.08,0,0,0
0101.a1.txt,1181.7,1257.94,597.2,851.33,1,0,0
0102.a1.txt,1506.68,1227.22,692.59,486.03,1,0,0
0103.a1.txt,1116.12,1386.7,608.79,586.25,1,0,1
0104.a1.txt,1332.5,1207.97,572.85,684.93,0,1,2
0105.a1.txt,1262.5,1412.5,625.0,650.0,2,0,2
0106.a1.txt,1556.66,1307.6,846.82,884.18,1,0,0
0107.a1.txt,1221.91,1460.67,898.88,617.98,0,0,0
0108.a1.txt,1250.0,1356.38,452.13,638.3,1,0,0
0109.a1.txt,1304.35,1363.1,716.8,681.55,0,0,0
0110.a1.txt,1447.03,1408.27,839.79,671.83,1,0,0
0111.a1.txt,1454.31,1428.57,720.72,733.59,0,0,1
0112.a1.txt,1328.5,1280.19,809.18,688.41,0,0,1
0113.a1.txt,1360.86,1292.05,741.59,902.14,0,0,2
0114.a1.txt,1222.08,1563.73,630.75,932.98,0,0,0
0115.a1.txt,1403.97,1152.32,821.19,807.95,0,0,1
0116.a1.txt,1346.15,1434.91,636.09,857.99,0,0,0
0118.a1.txt,1320.0,1333.33,640.0,666.67,0,0,1
0119.a1.txt,1289.91,1404.85,804.6,740.74,0,0,0
0120.a1.txt,1303.78,1486.31,677.97,834.42,3,0,0
0121.a1.txt,1406.73,1386.34,713.56,642.2,0,0,2
0122.a1.txt,1566.42,1416.04,701.75,714.29,0,0,1
0123.a1.txt,1267.79,1384.22,608.02,789.13,1,0,0
0124.a1.txt,1642.62,1076.58,743.62,599.33,0,3,3
0125.a1.txt,1850.53,1115.07,854.09,593.12,0,1,0
0127.a1.txt,1163.43,1454.29,609.42,872.58,0,0,0
0128.a1.txt,1379.31,1231.53,652.71,738.92,0,0,0
0130.a1.txt,1411.92,1139.9,880.83,686.53,1,0,1
0131.a1.txt,1396.28,1502.66,797.87,518.62,0,0,0
0133.a1.txt,1116.45,1380.55,564.23,828.33,0,0,0
0134.a1.txt,1370.87,1260.71,734.39,1175.03,0,0,0
0135.a1.txt,1569.19,912.98,855.92,656.21,0,0,4
0136.a1.txt,1508.57,1222.86,560.0,662.86,0,1,0
0137.a1.txt,1122.32,1248.42,832.28,857.5,0,0,2
0138.a1.txt,1386.14,1287.13,767.33,730.2,1,0,0
0139.a1.txt,1092.54,1593.83,539.85,694.09,0,0,0
0140.a1.txt,1469.68,1325.8,801.64,513.87,5,0,0
0142.a1.txt,1604.43,1369.29,760.72,345.78,0,0,3
0143.a1.txt,1432.16,1331.66,678.39,716.08,1,0,1
0144.a1.txt,1108.25,1288.66,682.99,798.97,1,0,3
0145.a1.txt,1615.67,1223.99,685.43,746.63,0,0,0
0146.a1.txt,1168.83,1571.43,571.43,649.35,0,0,0
0148.a1.txt,1394.74,1210.53,921.05,710.53,0,0,0
0149.a1.txt,1254.9,1254.9,745.1,745.1,1,0,0
0151.a1.txt,977.24,1593.04,535.48,749.67,1,0,0
0152.a1.txt,1404.87,1272.12,741.15,685.84,0,0,0
0155.a1.txt,1040.89,1573.73,743.49,830.24,0,0,0
0156.a1.txt,978.55,1501.34,643.43,764.08,1,0,0
