Filename,RelFreq NOUN,RelFreq VERB,RelFreq ADJ,RelFreq ADV,Unique PER,Unique LOC,Unique ORG
0103.b3.txt,2198.23,691.85,662.41,294.41,33,1,21
0105.b3.txt,1464.51,916.44,808.63,413.3,7,0,9
0122.b3.txt,1458.56,839.61,635.09,274.49,14,2,16
0130.b3.txt,1592.09,770.03,702.39,431.84,14,5,12
0133.b3.txt,1355.53,802.06,572.23,375.23,40,4,21
0134.b3.txt,1606.62,950.97,815.12,826.93,11,0,9
0139.b3.txt,2009.63,866.43,854.39,373.04,13,1,8
0140.b3.txt,3186.37,831.66,721.44,320.64,5,0,2
0165.b3.txt,1751.85,665.77,642.23,252.19,44,0,22
0171.b3.txt,1691.41,813.43,839.25,322.79,11,0,20
0200.b3.txt,1819.42,841.82,862.19,434.49,9,0,6
0300.b3.txt,1622.58,864.7,829.09,300.1,24,1,15
0303.b3.txt,1558.14,767.44,860.47,441.86,2,0,1
0304.b3.txt,1737.54,865.1,615.84,447.21,7,3,9
0307.b3.txt,1646.21,753.35,775.67,234.38,12,4,20
0308.b3.txt,1780.91,909.67,852.02,711.08,4,1,4
0310.b3.txt,1782.88,730.69,818.37,567.85,22,6,12
0313.b3.txt,1952.53,626.96,868.79,309.0,6,2,16
1023.b3.txt,1322.65,748.16,868.4,474.28,8,0,8
1057.b3.txt,1840.69,981.5,662.29,375.89,21,1,13
1066.b3.txt,1760.49,921.63,1004.42,447.02,9,0,9
1069.b3.txt,1483.58,716.42,662.69,402.99,37,1,25
1082.b3.txt,2169.4,706.39,927.35,328.09,12,3,15
1097.b3.txt,1626.63,855.86,930.93,545.55,12,1,8
1100.b3.txt,1725.73,824.35,693.37,323.57,15,2,4
1102.b3.txt,1694.03,716.42,932.84,440.3,4,4,4
1112.b3.txt,1634.85,929.46,846.47,473.03,8,0,9
1508.b3.txt,1549.57,904.72,659.29,317.61,17,1,19
1520.b3.txt,1198.88,822.49,539.03,297.4,21,1,31
1532.b3.txt,1676.65,883.23,698.6,379.24,17,3,22
1533.b3.txt,1737.17,907.6,714.58,344.97,9,0,17
1534.b3.txt,1723.03,845.52,987.2,502.74,13,0,9
1536.b3.txt,1840.39,760.04,689.47,472.31,13,3,7
2018.b3.txt,1830.65,1061.42,709.6,304.11,11,0,13
2034.b3.txt,1528.41,1193.18,653.41,426.14,16,0,13
