Filename,RelFreq NOUN,RelFreq VERB,RelFreq ADJ,RelFreq ADV,Unique PER,Unique LOC,Unique ORG
0101.a3.txt,2002.28,1103.53,739.48,455.06,1,0,3
0102.a3.txt,1831.97,1108.52,548.42,373.4,2,0,0
0103.a3.txt,2061.86,898.38,1060.38,589.1,7,0,2
0104.a3.txt,1670.95,1118.25,629.82,539.85,2,0,0
0105.a3.txt,1670.98,1321.24,647.67,803.11,2,0,2
0106.a3.txt,2227.78,963.7,775.97,600.75,1,0,0
0107.a3.txt,2267.52,1044.59,866.24,484.08,4,0,0
0109.a3.txt,1928.02,1272.49,449.87,411.31,2,0,0
0110.a3.txt,2045.74,1270.65,686.15,508.26,1,0,0
0111.a3.txt,1957.1,1179.62,536.19,402.14,3,0,1
0112.a3.txt,2074.34,1067.15,731.41,647.48,1,0,0
0115.a3.txt,2251.66,1192.05,675.5,715.23,0,0,0
0118.a3.txt,2579.19,1116.14,889.89,346.91,1,0,1
0119.a3.txt,2166.87,1108.34,747.2,473.23,1,0,2
0120.a3.txt,2127.35,1027.5,940.67,549.93,0,0,0
0121.a3.txt,1875.83,1017.17,475.56,568.03,2,0,0
0122.a3.txt,2373.3,1100.12,679.85,457.35,0,0,1
0125.a3.txt,2100.63,930.82,1031.45,477.99,3,0,2
0127.a3.txt,1881.19,1004.24,735.5,537.48,8,0,1
0128.a3.txt,1991.87,1151.76,514.91,650.41,3,0,2
0130.a3.txt,1596.74,990.68,687.65,722.61,2,0,0
0131.a3.txt,2183.91,1072.8,715.2,715.2,0,0,0
0133.a3.txt,1816.31,990.71,536.64,650.15,4,0,2
0134.a3.txt,2109.76,987.8,1012.2,597.56,0,0,0
0135.a3.txt,2025.81,1135.48,658.06,425.81,1,0,0
0136.a3.txt,2051.89,1226.42,648.58,448.11,1,0,0
0137.a3.txt,2022.61,929.65,804.02,678.39,0,0,0
0138.a3.txt,2074.63,1283.58,641.79,358.21,0,0,0
0139.a3.txt,2023.81,1349.21,661.38,343.92,0,0,0
0142.a3.txt,2205.03,1179.88,1005.8,309.48,0,0,0
0143.a3.txt,2244.66,950.12,605.7,403.8,5,0,0
0146.a3.txt,1569.12,1444.58,622.67,535.49,3,0,0
0149.a3.txt,2135.49,1170.84,581.74,640.65,0,0,0
0155.a3.txt,1863.29,1058.43,760.75,463.07,2,0,1
0156.a3.txt,2002.53,1178.71,583.02,418.25,2,0,0
0157.a3.txt,1456.55,1211.75,599.76,563.04,0,0,0
0158.a3.txt,1804.41,1212.12,771.35,495.87,2,0,0
0159.a3.txt,2192.45,1108.4,535.93,609.01,1,0,5
0161.a3.txt,2148.44,963.54,846.35,494.79,0,0,0
0162.a3.txt,2419.97,896.29,729.83,422.54,0,0,0
0163.a3.txt,1768.15,995.32,702.58,620.61,0,0,2
0165.a3.txt,1744.97,1219.24,626.4,469.8,4,0,1
0168.a3.txt,1704.1,1228.53,686.92,488.77,1,0,2
0169.a3.txt,2181.82,1054.55,618.18,448.48,2,0,4
0171.a3.txt,1823.14,1310.04,633.19,556.77,2,0,0
0172.a3.txt,2109.0,1090.05,770.14,438.39,1,0,0
0173.a3.txt,2176.39,1223.33,554.77,526.32,1,0,1
0174.a3.txt,1988.72,1100.14,1156.56,451.34,1,0,1
0175.a3.txt,1920.61,1190.78,563.38,384.12,1,0,0
0176.a3.txt,2148.96,1074.48,512.82,415.14,4,0,0
0177.a3.txt,1865.17,1033.71,696.63,696.63,4,0,0
0178.a3.txt,2155.82,1024.55,811.1,629.67,0,0,2
0179.a3.txt,2268.91,1176.47,588.24,408.16,2,0,2
0182.a3.txt,2109.0,1137.44,651.66,604.27,0,0,2
0185.a3.txt,1974.74,1090.7,608.5,482.2,2,0,2
0186.a3.txt,1918.16,1035.81,805.63,741.69,2,0,0
0187.a3.txt,1698.35,1026.62,887.2,481.62,7,0,1
0188.a3.txt,1756.41,1217.95,769.23,551.28,1,0,0
0189.a3.txt,1943.69,1171.66,572.21,517.71,0,0,0
0190.a3.txt,1570.44,1270.21,542.73,473.44,1,0,3
0192.a3.txt,1551.96,1295.55,580.3,242.91,1,0,0
0193.a3.txt,2084.4,1240.41,601.02,358.06,2,1,0
0195.a3.txt,2002.55,994.9,433.67,637.76,1,0,1
0196.a3.txt,2018.45,1257.21,749.71,322.95,0,0,0
0198.a3.txt,1872.75,1044.42,480.19,492.2,2,1,0
0199.a3.txt,1938.65,1128.83,576.69,552.15,0,0,2
0200.a3.txt,2212.04,1073.3,746.07,798.43,0,0,1
0202.a3.txt,2011.07,1180.81,959.41,424.35,0,0,0
0203.a3.txt,2411.69,1120.58,755.18,389.77,4,0,1
0204.a3.txt,2096.32,1161.47,580.74,538.24,2,0,2
0205.a3.txt,2104.17,1052.08,625.0,458.33,2,0,1
0206.a3.txt,2308.74,1065.57,614.75,327.87,3,0,0
0207.a3.txt,1686.43,1278.0,632.41,316.21,0,1,0
0208.a3.txt,1954.71,1251.49,464.84,774.73,0,0,0
0209.a3.txt,2335.48,1187.1,580.65,283.87,3,0,3
0213.a3.txt,1819.26,1379.31,808.56,416.17,1,0,0
0214.a3.txt,1727.05,978.26,869.57,555.56,5,0,3
0215.a3.txt,1756.64,1276.78,462.72,428.45,2,0,4
0216.a3.txt,2376.36,977.08,699.64,458.38,1,0,1
0218.a3.txt,1975.61,1268.29,597.56,353.66,0,0,1
0219.a3.txt,2170.44,1251.66,572.57,612.52,1,0,1
0221.a3.txt,1936.87,1291.25,588.24,329.99,0,0,0
0222.a3.txt,1902.83,1336.03,553.31,445.34,2,0,1
0223.a3.txt,1904.76,1142.86,619.05,654.76,0,0,2
0224.a3.txt,1924.08,994.76,693.72,484.29,6,0,4
0226.a3.txt,2025.32,989.64,517.84,563.87,2,0,0
0227.a3.txt,1936.38,1106.5,733.06,497.93,1,0,1
0231.a3.txt,2353.71,1092.33,702.21,481.14,1,0,0
0232.a3.txt,1809.05,1319.1,791.46,452.26,1,0,1
0234.a3.txt,1827.96,1102.15,591.4,416.67,2,0,4
0235.a3.txt,1715.75,1177.98,499.36,358.51,1,0,1
